class,in_band,image_path,confidence,prob_true,predicted_class,correct
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2083.jpg,0.953334,0.953334,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_54.jpg,0.953138,0.953138,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1302.jpg,0.95305,0.95305,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1587.jpg,0.952783,0.952783,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_235.jpg,0.952731,0.952731,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1707.jpg,0.952514,0.952514,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1718.jpg,0.952492,0.952492,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1978.jpg,0.952465,0.952465,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_124.jpg,0.951545,0.951545,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1982.jpg,0.951491,0.951491,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1600.jpg,0.951368,0.951368,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1899.jpg,0.951082,0.951082,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2060.jpg,0.950684,0.950684,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1231.jpg,0.9505,0.9505,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1608.jpg,0.95047,0.95047,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1475.jpg,0.950341,0.950341,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_61.jpg,0.949426,0.949426,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1248.jpg,0.949023,0.949023,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1856.jpg,0.949015,0.949015,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1717.jpg,0.948988,0.948988,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1657.jpg,0.948983,0.948983,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1953.jpg,0.948685,0.948685,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_55.jpg,0.948507,0.948507,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1681.jpg,0.948485,0.948485,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2075.jpg,0.948445,0.948445,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1793.jpg,0.948257,0.948257,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1096.jpg,0.948112,0.948112,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1083.jpg,0.948083,0.948083,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1546.jpg,0.948016,0.948016,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_915.jpg,0.947757,0.947757,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2082.jpg,0.947528,0.947528,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1126.jpg,0.947174,0.947174,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1679.jpg,0.946778,0.946778,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2079.jpg,0.946482,0.946482,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1589.jpg,0.946266,0.946266,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1898.jpg,0.946135,0.946135,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_140.jpg,0.946062,0.946062,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1791.jpg,0.945906,0.945906,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_74.jpg,0.945488,0.945488,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_288.jpg,0.945486,0.945486,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2061.jpg,0.945146,0.945146,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1545.jpg,0.945082,0.945082,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_8.jpg,0.945055,0.945055,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1785.jpg,0.944556,0.944556,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1734.jpg,0.944348,0.944348,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_123.jpg,0.94429,0.94429,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_362.jpg,0.94407,0.94407,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1690.jpg,0.943092,0.943092,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1072.jpg,0.942629,0.942629,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1610.jpg,0.942514,0.942514,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_84.jpg,0.942298,0.942298,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_394.jpg,0.94225,0.94225,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1440.jpg,0.94221,0.94221,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1301.jpg,0.942155,0.942155,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1090.jpg,0.942134,0.942134,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_260.jpg,0.942041,0.942041,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_404.jpg,0.941821,0.941821,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1253.jpg,0.941504,0.941504,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1232.jpg,0.941167,0.941167,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1094.jpg,0.940747,0.940747,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_34.jpg,0.940666,0.940666,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_51.jpg,0.940387,0.940387,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_129.jpg,0.94036,0.94036,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1903.jpg,0.939945,0.939945,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1603.jpg,0.939936,0.939936,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_977.jpg,0.939532,0.939532,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1728.jpg,0.939504,0.939504,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_814.jpg,0.939043,0.939043,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1858.jpg,0.9388,0.9388,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1593.jpg,0.938771,0.938771,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1588.jpg,0.937974,0.937974,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_371.jpg,0.937576,0.937576,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_806.jpg,0.937557,0.937557,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_119.jpg,0.937442,0.937442,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2001.jpg,0.937423,0.937423,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1735.jpg,0.937321,0.937321,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1782.jpg,0.937152,0.937152,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1952.jpg,0.936486,0.936486,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_33.jpg,0.936401,0.936401,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1357.jpg,0.936365,0.936365,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1583.jpg,0.93631,0.93631,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_807.jpg,0.93631,0.93631,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1742.jpg,0.936283,0.936283,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1233.jpg,0.936278,0.936278,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_365.jpg,0.936259,0.936259,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_407.jpg,0.93622,0.93622,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1578.jpg,0.935952,0.935952,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1271.jpg,0.935535,0.935535,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1257.jpg,0.935525,0.935525,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1618.jpg,0.935329,0.935329,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_58.jpg,0.935177,0.935177,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_152.jpg,0.935108,0.935108,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1983.jpg,0.934975,0.934975,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1616.jpg,0.934593,0.934593,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1748.jpg,0.934573,0.934573,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1623.jpg,0.934489,0.934489,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1008.jpg,0.934422,0.934422,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1607.jpg,0.934311,0.934311,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1617.jpg,0.934203,0.934203,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1137.jpg,0.934167,0.934167,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_142.jpg,0.933995,0.933995,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1815.jpg,0.933744,0.933744,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_933.jpg,0.933712,0.933712,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2098.jpg,0.933433,0.933433,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_376.jpg,0.933403,0.933403,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_831.jpg,0.933244,0.933244,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1098.jpg,0.933002,0.933002,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1097.jpg,0.932801,0.932801,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_381.jpg,0.932778,0.932778,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_121.jpg,0.932692,0.932692,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1105.jpg,0.932016,0.932016,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_12.jpg,0.931937,0.931937,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1747.jpg,0.931891,0.931891,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1857.jpg,0.931631,0.931631,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2147.jpg,0.931318,0.931318,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_385.jpg,0.931256,0.931256,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_403.jpg,0.931165,0.931165,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_29.jpg,0.931112,0.931112,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1124.jpg,0.931064,0.931064,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1093.jpg,0.931034,0.931034,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1733.jpg,0.93102,0.93102,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1837.jpg,0.931014,0.931014,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_657.jpg,0.931006,0.931006,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1865.jpg,0.930846,0.930846,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_209.jpg,0.930496,0.930496,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1621.jpg,0.930108,0.930108,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1074.jpg,0.930094,0.930094,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_595.jpg,0.930033,0.930033,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1441.jpg,0.929435,0.929435,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1108.jpg,0.928868,0.928868,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_472.jpg,0.928777,0.928777,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2059.jpg,0.928747,0.928747,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_976.jpg,0.92874,0.92874,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1064.jpg,0.928732,0.928732,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1133.jpg,0.928592,0.928592,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_117.jpg,0.928449,0.928449,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_196.jpg,0.928069,0.928069,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_787.jpg,0.92795,0.92795,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_73.jpg,0.927937,0.927937,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_252.jpg,0.927873,0.927873,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_167.jpg,0.927865,0.927865,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_28.jpg,0.92774,0.92774,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1273.jpg,0.927562,0.927562,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_222.jpg,0.927493,0.927493,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_320.jpg,0.927303,0.927303,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_2097.jpg,0.927206,0.927206,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1055.jpg,0.92709,0.92709,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1962.jpg,0.927005,0.927005,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1629.jpg,0.92687,0.92687,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_357.jpg,0.926807,0.926807,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1620.jpg,0.926563,0.926563,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1012.jpg,0.92649,0.92649,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1613.jpg,0.926294,0.926294,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1228.jpg,0.926281,0.926281,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_532.jpg,0.925888,0.925888,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_52.jpg,0.925798,0.925798,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_934.jpg,0.92573,0.92573,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1092.jpg,0.925541,0.925541,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_43.jpg,0.925406,0.925406,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1866.jpg,0.925305,0.925305,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_594.jpg,0.924707,0.924707,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_395.jpg,0.924607,0.924607,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1759.jpg,0.924586,0.040013,rice_tungro,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1592.jpg,0.924435,0.924435,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_936.jpg,0.924374,0.924374,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1771.jpg,0.924324,0.924324,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_243.jpg,0.924303,0.034466,rice_blast,False
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1851.jpg,0.924028,0.924028,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1664.jpg,0.924013,0.924013,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1749.jpg,0.923771,0.923771,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1553.jpg,0.923628,0.923628,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1777.jpg,0.9233,0.9233,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_36.jpg,0.923271,0.923271,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1439.jpg,0.923094,0.923094,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_283.jpg,0.92288,0.92288,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_237.jpg,0.922849,0.922849,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_368.jpg,0.922826,0.922826,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1905.jpg,0.922538,0.922538,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1509.jpg,0.922279,0.922279,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_1715.jpg,0.922132,0.922132,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_229.jpg,0.92211,0.92211,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_881.jpg,0.921927,0.921927,brown_spot,True
brown_spot,True,data\RiceCrossYear\test\brown_spot\2026_brown_spot_brown spot_405.jpg,0.9219,0.06153,rice_tungro,False
